SPN ID,Project Folder,Sub folder,N in Group,N in condition,Group,Nick name,Paper,Paper 2022,Lead Researcher,Journal,Year,Regular,Less regular comparision,Original electrode cluster,Original Time window,Notes,Cluster 1,Cluster 2,Cluster 3,,ATT,W,W explantions,Original,Project,SPN ID,M,SD,D,N,pSPN,t,p,S.E.M,95% CI,minus,plus,Cluster 1,Project,SPN ID,M,SD,D,N,pSPN,t,p,S.E.M,95% CI,minus,plus,Cluster 2,Project,SPN ID,M,SD,D,N,pSPN,t,p,S.E.M,95% CI,minus,plus,Cluster 3,Project,SPN ID,M,SD,D,N,pSPN,t,p,S.E.M,95% CI,minus,plus,Left,Project,SPN ID,M,SD,D,N,pSPN,t,p,S.E.M,95% CI,minus,plus,Right,Project,SPN ID,M,SD,D,N,pSPN,t,p,S.E.M,95% CI,minus,plus,Early,Project,SPN ID,M,SD,D,N,pSPN,t,p,S.E.M,95% CI,minus,plus,Late,Project,SPN ID,M,SD,D,N,pSPN,t,p,S.E.M,95% CI,minus,plus,,,SPN ID,Electrodes,Epoch,N particpants,N trials in design,N trials recorded,p included,Max ,Min,M components removed,Max,Min,,p included No ICA,Max,Min,,,,Project,Expeirment,Group,,,,,,,,,,,,,
11,3,EX1 Disc Reg,,20,6,Objects and gaps,World,World,Makin  ,JoV,2014,RefTwo,TransTwo,PO7 PO8,250-1000,40 Hz,PO7 O1 O2 PO8,PO7 PO8,P1 P3 P5 P7 P9 PO7 PO3 O1 P2 P4 P6 P8 P10 PO8 PO4 O2,,1,0.458333,,Two,3,11,-0.513750984,1.027407025,-0.500046205,20,0.75,-2.236274612,0.037524818,0.229735195,0.480841289,-0.994592272,-0.032909695,Two,3,11,-0.369976686,1.099282542,-0.336561959,20,0.55,-1.505150837,0.148728837,0.245807049,0.514480066,-0.884456752,0.144503381,Two,3,11,-0.513750984,1.027407025,-0.500046205,20,0.75,-2.236274612,0.037524818,0.229735195,0.480841289,-0.994592272,-0.032909695,Two,3,11,-0.271832054,0.740642733,-0.367021834,20,0.65,-1.64137154,0.117169725,0.16561275,0.346631469,-0.618463523,0.074799415,Two,3,11,-0.272606848,1.234004951,-0.22091228,20,0.45,-0.987949752,0.33559251,0.275931895,0.577532095,-0.850138942,0.304925247,Two,3,11,-0.467346425,1.316758612,-0.354921867,20,0.55,-1.587258843,0.128956585,0.294436177,0.616262,-1.083608425,0.148915575,Two,3,11,-0.320212009,0.853406917,-0.375216092,20,0.6,-1.678017376,0.109716905,0.190827588,0.399406732,-0.71961874,0.079194723,Two,3,11,-0.607027793,1.337142339,-0.453973953,20,0.65,-2.030233236,0.056569887,0.298994117,0.625801878,-1.232829671,0.018774085,,,11,PO7 PO8,250-1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,3,EX2 Disc Num,20,20,7,Objects and gaps,World,World,Makin  ,JoV,2014,RefOne,TransOne,PO7 PO8,250-1000,40 Hz,PO7 O1 O2 PO8,PO7 PO8,P1 P3 P5 P7 P9 PO7 PO3 O1 P2 P4 P6 P8 P10 PO8 PO4 O2,,0,0.458333,,One,3,12,-0.37350531,1.261264441,-0.296135606,20,0.75,-1.324358693,0.201094952,0.282027303,0.590289929,-0.963795239,0.216784619,One,3,12,-0.407518019,0.958964164,-0.424956463,20,0.65,-1.900463075,0.072654391,0.214430906,0.448809044,-0.856327063,0.041291025,One,3,12,-0.37350531,1.261264441,-0.296135606,20,0.75,-1.324358693,0.201094952,0.282027303,0.590289929,-0.963795239,0.216784619,One,3,12,-0.303999965,0.557358463,-0.54542989,20,0.65,-2.439236623,0.024698906,0.124629141,0.26085179,-0.564851756,-0.043148175,One,3,12,-0.596777984,1.038900852,-0.574432086,20,0.7,-2.568938387,0.018788016,0.232305293,0.486220566,-1.082998549,-0.110557418,One,3,12,-0.218257808,1.06433281,-0.205065377,20,0.7,-0.917080244,0.37059538,0.237992051,0.498123088,-0.716380897,0.27986528,One,3,12,-0.233322942,1.389532372,-0.167914722,20,0.55,-0.750937465,0.461890308,0.310708884,0.650321168,-0.88364411,0.416998226,One,3,12,-0.37490586,1.440945176,-0.260180517,20,0.7,-1.163562643,0.25900597,0.322205136,0.674383101,-1.049288961,0.299477241,,,12,PO7 PO8,250-1000,20,288,5760,0.905,0.990,0.646,11.000,21,2,,0.523,0.969,0.080,,,,3,EX2 Disc Num,7,,,,,,,,,,,,,
13,3,EX2 Disc Num,,20,7,Objects and gaps,World,World,Makin  ,JoV,2014,RefTwo,TransTwo,PO7 PO8,250-1000,40 Hz,PO7 O1 O2 PO8,PO7 PO8,P1 P3 P5 P7 P9 PO7 PO3 O1 P2 P4 P6 P8 P10 PO8 PO4 O2,,0,0.458333,,Two,3,13,-0.244234665,1.352019171,-0.18064438,20,0.7,-0.807866228,0.429166638,0.302320677,0.63276445,-0.876999115,0.388529785,Two,3,13,-0.071519758,0.744457097,-0.096069684,20,0.65,-0.429636687,0.672292861,0.166465668,0.348416646,-0.419936404,0.276896888,Two,3,13,-0.244234665,1.352019171,-0.18064438,20,0.7,-0.807866228,0.429166638,0.302320677,0.63276445,-0.876999115,0.388529785,Two,3,13,-0.273700855,0.558611442,-0.489966433,20,0.8,-2.1911965,0.041103684,0.124909316,0.261438202,-0.535139058,-0.012262653,Two,3,13,0.161062494,0.711256483,0.226447839,20,0.3,1.012705522,0.323924425,0.159041785,0.332878281,-0.171815787,0.493940775,Two,3,13,-0.304102031,1.195378357,-0.25439814,20,0.6,-1.13770307,0.269388623,0.267294726,0.559454292,-0.863556323,0.255352261,Two,3,13,-0.236097731,1.301638396,-0.181385039,20,0.6,-0.811178555,0.427308427,0.291055194,0.609185521,-0.845283253,0.37308779,Two,3,13,-0.142891934,1.46694657,-0.097407729,20,0.7,-0.435620609,0.668020765,0.328019225,0.686552128,-0.829444063,0.543660194,,,13,PO7 PO8,250-1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,4,EX1 Reg or Valence (first 24),24,24,8,Congruence,World,World,Rampone ,Neuropsychologia,2014,RefGood,RandGood,P5 P7 P9 PO7 P6 P8 P10 PO8,250-1000,Only the first 24 available from the 40 collected,PO7 O1 O2 PO8,PO7 PO8,P1 P3 P5 P7 P9 PO7 PO3 O1 P2 P4 P6 P8 P10 PO8 PO4 O2,,0,0.750000,,Good,4,14,-0.83974461,1.446710161,-0.580451173,24,0.708333333,-2.843618389,0.009197908,0.295308475,0.610892124,-1.450636734,-0.228852486,Good,4,14,-0.797551351,1.361197594,-0.585918866,24,0.75,-2.870404507,0.008645407,0.277853295,0.574783334,-1.372334685,-0.222768017,Good,4,14,-0.86596967,1.833741193,-0.472242034,24,0.666666667,-2.313504035,0.02998249,0.374310854,0.774320996,-1.640290666,-0.091648674,Good,4,14,-0.588846076,1.054435657,-0.558446664,24,0.666666667,-2.735818752,0.011779179,0.215235777,0.445249129,-1.034095204,-0.143596947,Good,4,14,-0.597475675,1.686947012,-0.354175721,24,0.708333333,-1.735099592,0.096105567,0.344346617,0.71233525,-1.309810924,0.114859575,Good,4,14,-0.997626806,1.424463274,-0.700352774,24,0.708333333,-3.431013875,0.002280365,0.290767348,0.601498088,-1.599124894,-0.396128718,Good,4,14,-0.57913568,1.357051684,-0.426760223,24,0.666666667,-2.090689578,0.04780061,0.277007015,0.57303267,-1.15216835,-0.00610301,Good,4,14,-0.931518319,1.719124076,-0.541856363,24,0.75,-2.654543206,0.01416312,0.350914733,0.725922432,-1.657440751,-0.205595887,,,14,P5 P7 P9 PO7 P6 P8 P10 PO8,250-1000,24,288,6912,0.885,0.993,0.639,8.417,23,3,,0.488,0.938,0.007,,,,4,EX1 Reg or Valence (first 24),8,,,,,,,,,,,,,
15,4,EX1 Reg or Valence (first 24),,24,8,Congruence,World,World,Rampone ,Neuropsychologia,2014,RefBad,RandBad,P5 P7 P9 PO7 P6 P8 P10 PO8,250-1000,Only the first 24 available from the 40 collected,PO7 O1 O2 PO8,PO7 PO8,P1 P3 P5 P7 P9 PO7 PO3 O1 P2 P4 P6 P8 P10 PO8 PO4 O2,,0,0.750000,,Bad,4,15,0.175759079,1.139290511,0.154270643,24,0.375,0.755768713,0.457458899,0.232556702,0.481080191,-0.305321112,0.65683927,Bad,4,15,-0.076094327,1.586506653,-0.047963447,24,0.5,-0.234971941,0.816309882,0.323844314,0.669923006,-0.746017333,0.593828678,Bad,4,15,-0.025228324,1.979490666,-0.012744856,24,0.416666667,-0.062436789,0.95075443,0.40406184,0.835865601,-0.861093925,0.810637277,Bad,4,15,-0.104655529,1.023643106,-0.102238298,24,0.458333333,-0.500863323,0.621226924,0.208950274,0.432246575,-0.536902103,0.327591046,Bad,4,15,0.34390657,2.003270997,0.171672515,24,0.333333333,0.841020128,0.408995621,0.40891598,0.845907154,-0.502000584,1.189813723,Bad,4,15,-0.496095666,1.550920273,-0.319871804,24,0.541666667,-1.567045407,0.130760415,0.316580275,0.654896195,-1.150991861,0.158800529,Bad,4,15,-0.008487581,1.225665889,-0.006924873,24,0.541666667,-0.033924812,0.973229808,0.250188002,0.517553314,-0.526040895,0.509065734,Bad,4,15,0.196183035,1.368437888,0.143362762,24,0.333333333,0.702331228,0.489520177,0.279331214,0.577840642,-0.381657607,0.774023677,,,15,P5 P7 P9 PO7 P6 P8 P10 PO8,250-1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,4,EX1 Reg or Valence (first 24),,24,8,Congruence,World,World,Rampone ,Neuropsychologia,2014,RefGood,RandGood,P5 P7 P9 PO7 P6 P8 P10 PO8,250-1000,Only the first 24 available from the 40 collected,PO7 O1 O2 PO8,PO7 PO8,P1 P3 P5 P7 P9 PO7 PO3 O1 P2 P4 P6 P8 P10 PO8 PO4 O2,,1,0.750000,,Good,4,16,-1.093574479,1.438299382,-0.760324653,24,0.833333333,-3.724814877,0.001111296,0.293591632,0.607340564,-1.700915042,-0.486233915,Good,4,16,-1.466619346,1.085681441,-1.350874475,24,0.958333333,-6.617906339,9.42935E-07,0.221613796,0.458443066,-1.925062412,-1.00817628,Good,4,16,-1.658224098,1.787809739,-0.927517096,24,0.833333333,-4.543887226,0.000145087,0.364935135,0.754925844,-2.413149942,-0.903298254,Good,4,16,-0.940765267,1.127377221,-0.834472481,24,0.791666667,-4.088063566,0.000451957,0.230124912,0.47604965,-1.416814917,-0.464715617,Good,4,16,-1.187682808,1.623670756,-0.731480076,24,0.75,-3.583505886,0.001572289,0.331430405,0.68561603,-1.873298838,-0.502066778,Good,4,16,-1.745554965,1.442380377,-1.210190455,24,0.916666667,-5.928698213,4.81405E-06,0.294424661,0.609063817,-2.354618781,-1.136491148,Good,4,16,-1.25343692,1.457076696,-0.860240866,24,0.833333333,-4.214302357,0.000330061,0.297424535,0.615269528,-1.868706448,-0.638167391,Good,4,16,-0.96103567,1.602697545,-0.599636327,24,0.75,-2.937606067,0.007395044,0.327149266,0.67675982,-1.637795489,-0.28427585,,,16,P5 P7 P9 PO7 P6 P8 P10 PO8,250-1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,4,EX1 Reg or Valence (first 24),,24,8,Congruence,World,World,Rampone ,Neuropsychologia,2014,RefBad,RandBad,P5 P7 P9 PO7 P6 P8 P10 PO8,250-1000,Only the first 24 available from the 40 collected,PO7 O1 O2 PO8,PO7 PO8,P1 P3 P5 P7 P9 PO7 PO3 O1 P2 P4 P6 P8 P10 PO8 PO4 O2,,1,0.750000,,Bad,4,17,-1.56855385,1.225039388,-1.280410953,24,0.875,-6.27270699,2.1191E-06,0.250060118,0.517288766,-2.085842616,-1.051265084,Bad,4,17,-1.621959873,1.420941135,-1.14146873,24,0.916666667,-5.592031893,1.08747E-05,0.290048395,0.600010819,-2.221970692,-1.021949054,Bad,4,17,-2.060792815,1.743244442,-1.182159406,24,0.875,-5.791374681,6.70328E-06,0.355838282,0.736107569,-2.796900384,-1.324685245,Bad,4,17,-1.242689296,1.044625721,-1.18960243,24,0.875,-5.827837901,6.13805E-06,0.213233332,0.441106756,-1.683796052,-0.80158254,Bad,4,17,-1.131467764,1.787881955,-0.63285373,24,0.75,-3.100337439,0.005043554,0.364949876,0.754956338,-1.886424102,-0.376511425,Bad,4,17,-2.112452208,1.774233574,-1.19062802,24,0.875,-5.832862247,6.06406E-06,0.362163912,0.749193132,-2.861645341,-1.363259076,Bad,4,17,-1.453370998,1.114816867,-1.30368587,24,0.916666667,-6.386730335,1.61924E-06,0.22756104,0.470745877,-1.924116875,-0.98262512,Bad,4,17,-1.580780027,1.302097277,-1.214026061,24,0.833333333,-5.947488765,4.60153E-06,0.265789494,0.549827459,-2.130607486,-1.030952568,,,17,P5 P7 P9 PO7 P6 P8 P10 PO8,250-1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,4,EX2 both (surviving 17),17,17,9,Congruence,World,World,Rampone ,Neuropsychologia,2014,Ref,Rand,P5 P7 P9 PO7 P6 P8 P10 PO8,250-1000,Only 17 available from original 24. Just did simple ref-rand,PO7 O1 O2 PO8,PO7 PO8,P1 P3 P5 P7 P9 PO7 PO3 O1 P2 P4 P6 P8 P10 PO8 PO4 O2,,1,0.750000,,Reflection ,4,18,-0.75362952,0.731612297,-1.030094113,17,0.764705882,-4.247186832,0.000614792,0.177442046,0.376160333,-1.129789854,-0.377469187,Reflection ,4,18,-0.914684114,0.841027021,-1.087579936,17,0.823529412,-4.484206951,0.000375612,0.203979014,0.432416193,-1.347100307,-0.48226792,Reflection ,4,18,-1.187294623,1.097915132,-1.081408379,17,0.882352941,-4.45876097,0.00039593,0.266283533,0.564495872,-1.751790495,-0.622798751,Reflection ,4,18,-0.567718281,0.524258047,-1.082898553,17,0.882352941,-4.464905116,0.000390924,0.127151253,0.269548615,-0.837266896,-0.298169665,Reflection ,4,18,-0.544170886,0.984010221,-0.553013449,17,0.705882353,-2.280132861,0.036647531,0.238657534,0.505931371,-1.050102257,-0.038239515,Reflection ,4,18,-1.285197551,1.175936636,-1.092913948,17,0.882352941,-4.506199646,0.00035891,0.285206527,0.604610828,-1.889808379,-0.680586723,Reflection ,4,18,-0.828634104,0.700615369,-1.182723275,17,0.823529412,-4.87649299,0.00016803,0.169924186,0.360223183,-1.188857287,-0.46841092,Reflection ,4,18,-0.763851541,0.869758384,-0.87823418,17,0.705882353,-3.621052287,0.002294846,0.210947393,0.447188497,-1.211040038,-0.316663044,,,18,P5 P7 P9 PO7 P6 P8 P10 PO8,250-1000,17,288,4896,0.130,N/A,N/A,9.050,13,4,,N/A,N/A,N/A,,,,4,EX2 both (surviving 17),9,,,,,,,,,,,,,
19,5,N/A,24,24,10,Psymm Palumbo,World,World,Palumbo  ,Vis Res,2015,PSYMM100,Rand,PO7 PO8,300-1000,,PO7 O1 O2 PO8,PO7 PO8,P1 P3 P5 P7 P9 PO7 PO3 O1 P2 P4 P6 P8 P10 PO8 PO4 O2,,1,0.875000,,PSYMM100,5,19,-3.337954152,2.094094273,-1.593984662,24,0.958333333,-7.808898159,6.47777E-08,0.427455204,0.88425846,-4.222212612,-2.453695692,PSYMM100,5,19,-3.054006054,1.952760859,-1.563942681,24,0.958333333,-7.661723111,8.92818E-08,0.398605641,0.824578593,-3.878584647,-2.22942746,PSYMM100,5,19,-3.337954152,2.094094273,-1.593984662,24,0.958333333,-7.808898159,6.47777E-08,0.427455204,0.88425846,-4.222212612,-2.453695692,PSYMM100,5,19,-1.755958088,1.34084899,-1.309586763,24,0.958333333,-6.415638686,1.51284E-06,0.273699654,0.566190872,-2.32214896,-1.189767216,PSYMM100,5,19,-2.592002017,2.10235005,-1.232906964,24,0.916666667,-6.039985925,3.6865E-06,0.429140407,0.887744569,-3.479746586,-1.704257449,PSYMM100,5,19,-3.516010147,2.138618065,-1.644057069,24,0.958333333,-8.054201852,3.81924E-08,0.436543584,0.903059208,-4.419069355,-2.612950938,PSYMM100,5,19,-4.31618187,2.116868108,-2.038946996,24,1,-9.988759507,7.80855E-10,0.432103893,0.893875007,-5.210056877,-3.422306863,PSYMM100,5,19,-3.228071074,2.094070166,-1.541529566,24,0.958333333,-7.551921721,1.13641E-07,0.427450283,0.88424828,-4.112319354,-2.343822794,,,19,PO7 PO8,300-1000,24,600,14400,0.928,1.000,0.667,9.792,22,2,,0.657,0.967,0.003,,,,5,N/A,10,,,,,,,,,,,,,
20,5,N/A,,24,10,Psymm Palumbo,World,World,Palumbo  ,Vis Res,2015,PSYMM80,Rand,PO7 PO8,300-1000,,PO7 O1 O2 PO8,PO7 PO8,P1 P3 P5 P7 P9 PO7 PO3 O1 P2 P4 P6 P8 P10 PO8 PO4 O2,,1,0.700000,,PSYMM80,5,20,-2.467040217,1.642769383,-1.501756876,24,0.916666667,-7.357076128,1.7505E-07,0.335328896,0.693680673,-3.16072089,-1.773359544,PSYMM80,5,20,-2.423692257,1.534966023,-1.578987561,24,0.958333333,-7.73542767,7.60023E-08,0.313323627,0.648159306,-3.071851563,-1.775532951,PSYMM80,5,20,-2.467040217,1.642769383,-1.501756876,24,0.916666667,-7.357076128,1.7505E-07,0.335328896,0.693680673,-3.16072089,-1.773359544,PSYMM80,5,20,-1.356378404,1.047518452,-1.294849175,24,0.875,-6.343439546,1.79306E-06,0.213823809,0.442328249,-1.798706653,-0.914050155,PSYMM80,5,20,-2.048395807,1.793995684,-1.14180643,24,0.875,-5.593686275,1.08309E-05,0.366197836,0.757537939,-2.805933746,-1.290857867,PSYMM80,5,20,-2.798988023,1.792398026,-1.561588432,24,0.958333333,-7.650189695,9.15662E-08,0.365871715,0.756863307,-3.55585133,-2.042124715,PSYMM80,5,20,-3.087745257,1.725541166,-1.78943587,24,0.958333333,-8.766409619,8.62017E-09,0.352224615,0.728632131,-3.816377389,-2.359113126,PSYMM80,5,20,-2.466109293,1.639303089,-1.504364452,24,0.958333333,-7.369850589,1.70136E-07,0.334621342,0.692216985,-3.158326278,-1.773892307,,,20,PO7 PO8,300-1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,5,N/A,,24,10,Psymm Palumbo,World,World,Palumbo  ,Vis Res,2015,PSYMM60,Rand,PO7 PO8,300-1000,,PO7 O1 O2 PO8,PO7 PO8,P1 P3 P5 P7 P9 PO7 PO3 O1 P2 P4 P6 P8 P10 PO8 PO4 O2,,1,0.525000,,PSYMM60,5,21,-1.504430828,1.169150636,-1.28677245,24,0.916666667,-6.303871837,1.96857E-06,0.238651874,0.493689016,-1.998119844,-1.010741813,PSYMM60,5,21,-1.338110663,1.045414238,-1.279981289,24,0.958333333,-6.270602075,2.12968E-06,0.213394288,0.441439717,-1.77955038,-0.896670946,PSYMM60,5,21,-1.504430828,1.169150636,-1.28677245,24,0.916666667,-6.303871837,1.96857E-06,0.238651874,0.493689016,-1.998119844,-1.010741813,PSYMM60,5,21,-0.744548926,0.795596291,-0.935837604,24,0.875,-4.584649221,0.000131064,0.162400413,0.33595085,-1.080499776,-0.408598076,PSYMM60,5,21,-1.431539324,1.376042549,-1.040330711,24,0.916666667,-5.096558811,3.67236E-05,0.280883509,0.581051809,-2.012591133,-0.850487515,PSYMM60,5,21,-1.244681686,1.078717786,-1.153852937,24,0.875,-5.652701865,9.38194E-06,0.220192346,0.455502573,-1.700184258,-0.789179113,PSYMM60,5,21,-1.901206715,1.084130497,-1.753669618,24,1,-8.591191484,1.23553E-08,0.221297211,0.45778816,-2.358994875,-1.443418555,PSYMM60,5,21,-1.479826237,1.290132727,-1.147034104,24,0.875,-5.619296545,1.01761E-05,0.26334724,0.544775273,-2.02460151,-0.935050964,,,21,PO7 PO8,300-1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,5,N/A,,24,10,Psymm Palumbo,World,World,Palumbo  ,Vis Res,2015,PSYMM40,Rand,PO7 PO8,300-1000,,PO7 O1 O2 PO8,PO7 PO8,P1 P3 P5 P7 P9 PO7 PO3 O1 P2 P4 P6 P8 P10 PO8 PO4 O2,,1,0.350000,,PSYMM40,5,22,-0.50452944,1.128952655,-0.446900441,24,0.708333333,-2.189356094,0.038978774,0.230446496,0.476714897,-0.981244337,-0.027814543,PSYMM40,5,22,-0.420541927,0.951030302,-0.442196139,24,0.708333333,-2.166309812,0.040896346,0.194128247,0.401584876,-0.822126803,-0.018957051,PSYMM40,5,22,-0.50452944,1.128952655,-0.446900441,24,0.708333333,-2.189356094,0.038978774,0.230446496,0.476714897,-0.981244337,-0.027814543,PSYMM40,5,22,-0.289167582,0.576778521,-0.501349428,24,0.75,-2.456100564,0.022019644,0.117734423,0.243552209,-0.532719791,-0.045615372,PSYMM40,5,22,-0.421134255,1.022574993,-0.411837037,24,0.75,-2.017581195,0.055449953,0.208732246,0.43179555,-0.852929805,0.010661295,PSYMM40,5,22,-0.419949135,1.16689171,-0.359886981,24,0.708333333,-1.763078939,0.091170833,0.238190773,0.492735155,-0.91268429,0.07278602,PSYMM40,5,22,-0.609573806,1.009386845,-0.603905043,24,0.666666667,-2.958518417,0.00704255,0.206040227,0.426226683,-1.035800489,-0.183347122,PSYMM40,5,22,-0.55535184,1.339400605,-0.414627138,24,0.666666667,-2.031249843,0.053941982,0.273404004,0.565579273,-1.120931113,0.010227433,,,22,PO7 PO8,300-1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,5,N/A,,24,10,Psymm Palumbo,World,World,Palumbo  ,Vis Res,2015,PSYMM20,Rand,PO7 PO8,300-1000,,PO7 O1 O2 PO8,PO7 PO8,P1 P3 P5 P7 P9 PO7 PO3 O1 P2 P4 P6 P8 P10 PO8 PO4 O2,,1,0.175000,,PSYMM20,5,23,-0.048878787,1.076804019,-0.045392463,24,0.5,-0.222376747,0.825983473,0.2198017,0.454694459,-0.503573246,0.405815672,PSYMM20,5,23,-0.036902914,0.947484283,-0.038948312,24,0.583333333,-0.190806983,0.85035106,0.193404419,0.400087524,-0.436990438,0.36318461,PSYMM20,5,23,-0.048878787,1.076804019,-0.045392463,24,0.5,-0.222376747,0.825983473,0.2198017,0.454694459,-0.503573246,0.405815672,PSYMM20,5,23,-8.19775E-05,0.669560471,-0.000122435,24,0.458333333,-0.000599806,0.999526596,0.136673459,0.282730591,-0.282812568,0.282648613,PSYMM20,5,23,0.241446685,1.010242428,0.238998757,24,0.5,1.17085001,0.253647399,0.206214872,0.426587964,-0.185141279,0.668034649,PSYMM20,5,23,-0.31525233,1.069674733,-0.294717936,24,0.625,-1.443817122,0.162274747,0.218346441,0.451684026,-0.766936356,0.136431697,PSYMM20,5,23,-0.070625292,1.075566661,-0.065663333,24,0.541666667,-0.321683323,0.750597916,0.219549125,0.454171969,-0.524797261,0.383546677,PSYMM20,5,23,-0.050761338,1.130649552,-0.044895731,24,0.541666667,-0.219943264,0.827855784,0.230792873,0.477431434,-0.528192772,0.426670096,,,23,PO7 PO8,300-1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,6,N/A,24,24,11,Horizontal Vertical,World,World,Wright  ,Psychophysiology,2015,Reflection vertical,Translation vertical,O1 PO3 PO7 O2 PO4 PO8,250-1000,,PO7 O1 O2 PO8,PO7 PO8,P1 P3 P5 P7 P9 PO7 PO3 O1 P2 P4 P6 P8 P10 PO8 PO4 O2,,1,0.454545,,Vert,6,24,-0.756656707,0.883088951,-0.856829549,24,0.75,-4.197590381,0.000344094,0.180259777,0.37289576,-1.129552468,-0.383760947,Vert,6,24,-0.720448492,0.925797151,-0.7781926,24,0.625,-3.812349584,0.000895468,0.188977552,0.390929851,-1.111378343,-0.329518641,Vert,6,24,-0.69480413,1.035874292,-0.670741745,24,0.791666667,-3.285950048,0.003237839,0.211446954,0.437411351,-1.132215481,-0.257392778,Vert,6,24,-0.572290353,0.705941654,-0.810676561,24,0.708333333,-3.971487843,0.000603802,0.144099737,0.298093017,-0.87038337,-0.274197335,Vert,6,24,-0.38013497,1.284804726,-0.295869841,24,0.625,-1.449460281,0.160708371,0.262259666,0.542525455,-0.922660425,0.162390485,Vert,6,24,-1.060761591,1.208437322,-0.877796119,24,0.875,-4.300305178,0.000266372,0.246671235,0.510278328,-1.571039919,-0.550483262,Vert,6,24,-0.564542338,0.758661081,-0.744129826,24,0.708333333,-3.64547675,0.001350691,0.154861045,0.320354479,-0.884896817,-0.244187859,Vert,6,24,-0.874695275,1.125166832,-0.777391628,24,0.791666667,-3.80842564,0.00090419,0.229673718,0.475116284,-1.34981156,-0.399578991,,,24,O1 PO3 PO7 O2 PO4 PO8,250-1000,24,288,6912,0.839,0.979,0.590,11.417,18,1,,0.285,0.889,0.000,,,,6,N/A,11,,,,,,,,,,,,,
25,6,N/A,,24,11,Horizontal Vertical,World,World,Wright  ,Psychophysiology,2015,Reflection horizontal,Translation horizontal,O1 PO3 PO7 O2 PO4 PO8,250-1000,,PO7 O1 O2 PO8,PO7 PO8,P1 P3 P5 P7 P9 PO7 PO3 O1 P2 P4 P6 P8 P10 PO8 PO4 O2,,1,0.454545,,Horz,6,25,-0.677207523,1.219476868,-0.555326255,24,0.708333333,-2.720531933,0.012196482,0.248924673,0.51493992,-1.192147442,-0.162267603,Horz,6,25,-0.894973731,1.208827396,-0.740365196,24,0.833333333,-3.627033906,0.001413223,0.246750859,0.510443042,-1.405416774,-0.384530689,Horz,6,25,-1.159857499,1.179780667,-0.98311282,24,0.833333333,-4.816249537,7.36143E-05,0.24082172,0.498177684,-1.658035183,-0.661679814,Horz,6,25,-0.522297255,0.944048644,-0.553252482,24,0.666666667,-2.710372557,0.012481492,0.192703122,0.398636781,-0.920934036,-0.123660474,Horz,6,25,-0.690802261,1.221547018,-0.565514263,24,0.708333333,-2.770442772,0.010883358,0.249347241,0.515814067,-1.206616328,-0.174988194,Horz,6,25,-1.099145139,1.416894857,-0.775742204,24,0.875,-3.800345144,0.000922418,0.289222452,0.598302225,-1.697447365,-0.500842914,Horz,6,25,-0.285773504,1.395964082,-0.204714081,24,0.583333333,-1.002890081,0.326349015,0.284949975,0.589463935,-0.875237438,0.303690431,Horz,6,25,-0.948583259,1.28195832,-0.739948597,24,0.791666667,-3.624992995,0.001420315,0.261678646,0.541323523,-1.489906783,-0.407259736,,,25,O1 PO3 PO7 O2 PO4 PO8,250-1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
